RentalMedianID,Postcode,Suburb,City,State,StateCode,1 BR Flat,2 BR Flat,3 BR Flat,4 BR Flat,1 BR House,2 BR House,3 BR House,4 BR House
8065,2540,Comerong Island,Sydney,New South Wales,NSW,,300,,,,300,370,450
8066,2540,Ettrema,Sydney,New South Wales,NSW,,300,,,,300,370,450
8067,2540,Falls Creek,Sydney,New South Wales,NSW,,300,,,,300,370,450
8068,2540,Currarong,Sydney,New South Wales,NSW,,300,,,,300,370,450
8069,2540,Erowal Bay,Sydney,New South Wales,NSW,,300,,,,300,370,450
8070,2541,Nowra North,Sydney,New South Wales,NSW,,290,,,,300,360,450
8071,2541,South Nowra,Sydney,New South Wales,NSW,,290,,,,300,360,450
8072,2541,West Nowra,Sydney,New South Wales,NSW,,290,,,,300,360,450
8073,2541,Bangalee,Sydney,New South Wales,NSW,,290,,,,300,360,450
8074,2541,Bomaderry,Sydney,New South Wales,NSW,,290,,,,300,360,450
8075,2541,North Nowra,Sydney,New South Wales,NSW,,290,,,,300,360,450
8076,2541,Nowra East,Sydney,New South Wales,NSW,,290,,,,300,360,450
8077,2541,Nowra,Sydney,New South Wales,NSW,,290,,,,300,360,450
8078,2545,Nerrigundah,Sydney,New South Wales,NSW,,,,,,,,
8079,2545,Potato Point,Sydney,New South Wales,NSW,,,,,,,,
8080,2545,Bodalla,Sydney,New South Wales,NSW,,,,,,,,
8081,2545,Belowra,Sydney,New South Wales,NSW,,,,,,,,
8082,2545,Eurobodalla,Sydney,New South Wales,NSW,200,260,340,,,310,360,425
8083,2545,Cadgee,Sydney,New South Wales,NSW,,,,,,,,
8084,2546,North Narooma,Sydney,New South Wales,NSW,,,,,,,,
8085,2546,Narooma,Sydney,New South Wales,NSW,,,,,,,,
8086,2546,Mystery Bay,Sydney,New South Wales,NSW,,,,,,,,
8087,2546,Tilba Tilba,Sydney,New South Wales,NSW,,,,,,,,
8088,2546,Wallaga Lake,Sydney,New South Wales,NSW,,,,,,,,
8089,2546,Wadbilliga,Sydney,New South Wales,NSW,,,,,,,,
8090,2546,Tinpot,Sydney,New South Wales,NSW,,,,,,,,
8091,2546,Bermagui,Sydney,New South Wales,NSW,,,,,,,,
8092,2546,Central Tilba,Sydney,New South Wales,NSW,,,,,,,,
8093,2546,Akolele,Sydney,New South Wales,NSW,,,,,,,,
8094,2546,Barragga Bay,Sydney,New South Wales,NSW,,,,,,,,
8095,2546,Corunna,Sydney,New South Wales,NSW,,,,,,,,
8096,2546,Dignams Creek,Sydney,New South Wales,NSW,,,,,,,,
8097,2546,Kianga,Sydney,New South Wales,NSW,,,,,,,,
8098,2546,Cuttagee,Sydney,New South Wales,NSW,,,,,,,,
8099,2546,Dalmeny,Sydney,New South Wales,NSW,,,,,,,,
8100,2548,Yellow Pinch,Sydney,New South Wales,NSW,,270,,,,,430,
8101,2548,Berrambool,Sydney,New South Wales,NSW,,270,,,,,430,
8102,2548,Merimbula,Sydney,New South Wales,NSW,,270,,,,,430,
8103,2548,Tura Beach,Sydney,New South Wales,NSW,,270,,,,,430,
8104,2549,Pambula,Sydney,New South Wales,NSW,,,,,,,,
8105,2549,Pambula Beach,Sydney,New South Wales,NSW,,,,,,,,
8106,2549,South Pambula,Sydney,New South Wales,NSW,,,,,,,,
8107,2549,Nethercote,Sydney,New South Wales,NSW,,,,,,,,
8108,2549,Broadwater,Sydney,New South Wales,NSW,,,,,,,,
8109,2549,Bald Hills,Sydney,New South Wales,NSW,,,,,,,,
8110,2549,Greigs Flat,Sydney,New South Wales,NSW,,,,,,,,
8111,2549,Millingandi,Sydney,New South Wales,NSW,,,,,,,,
8112,2549,Lochiel,Sydney,New South Wales,NSW,,,,,,,,
8113,2550,Rocky Hall,Sydney,New South Wales,NSW,,,,,,,350,370
8114,2550,Reedy Swamp,Sydney,New South Wales,NSW,,,,,,,350,370
8115,2550,Quaama,Sydney,New South Wales,NSW,,,,,,,350,370
8116,2550,Tanja,Sydney,New South Wales,NSW,,,,,,,350,370
8117,2550,Stony Creek,Sydney,New South Wales,NSW,,,,,,,350,370
8118,2550,South Wolumla,Sydney,New South Wales,NSW,,,,,,,350,370
8119,2550,Nelson,Sydney,New South Wales,NSW,,,,,,,350,370
8120,2550,Myrtle Mountain,Sydney,New South Wales,NSW,,,,,,,350,370
8121,2550,Murrah,Sydney,New South Wales,NSW,,,,,,,350,370
8122,2550,Pericoe,Sydney,New South Wales,NSW,,,,,,,350,370
8123,2550,Numbugga,Sydney,New South Wales,NSW,,,,,,,350,370
8124,2550,New Buildings,Sydney,New South Wales,NSW,,,,,,,350,370
8125,2550,Tantawangalo,Sydney,New South Wales,NSW,,,,,,,350,370
8126,2550,Wolumla,Sydney,New South Wales,NSW,,,,,,,350,370
8127,2550,Wapengo,Sydney,New South Wales,NSW,,,,,,,350,370
8128,2550,Wandella,Sydney,New South Wales,NSW,,,,,,,350,370
8129,2550,Yowrie,Sydney,New South Wales,NSW,,,,,,,350,370
8130,2550,Yankees Creek,Sydney,New South Wales,NSW,,,,,,,350,370
8131,2550,Yambulla,Sydney,New South Wales,NSW,,,,,,,350,370
8132,2550,Toothdale,Sydney,New South Wales,NSW,,,,,,,350,370
8133,2550,Tathra,Sydney,New South Wales,NSW,,,,,,,350,370
8134,2550,Tarraganda,Sydney,New South Wales,NSW,,,,,,,350,370
8135,2550,Wallagoot,Sydney,New South Wales,NSW,,,,,,,350,370
8136,2550,Verona,Sydney,New South Wales,NSW,,,,,,,350,370
8137,2550,Towamba,Sydney,New South Wales,NSW,,,,,,,350,370
8138,2550,Mumbulla Mountain,Sydney,New South Wales,NSW,,,,,,,350,370
8139,2550,Candelo,Sydney,New South Wales,NSW,,,,,,,350,370
8140,2550,Burragate,Sydney,New South Wales,NSW,,,,,,,350,370
8141,2550,Bunga,Sydney,New South Wales,NSW,,,,,,,350,370
8142,2550,Coolagolite,Sydney,New South Wales,NSW,,,,,,,350,370
8143,2550,Cobargo,Sydney,New South Wales,NSW,,,,,,,350,370
8144,2550,Chinnock,Sydney,New South Wales,NSW,,,,,,,350,370
8145,2550,Buckajo,Sydney,New South Wales,NSW,,,,,,,350,370
8146,2550,Bemboka,Sydney,New South Wales,NSW,,,,,,,350,370
8147,2550,Bega,Sydney,New South Wales,NSW,,,,,,,350,370
8148,2550,Angledale,Sydney,New South Wales,NSW,,,,,,,350,370
8149,2550,Brogo,Sydney,New South Wales,NSW,,,,,,,350,370
8150,2550,Bournda,Sydney,New South Wales,NSW,,,,,,,350,370
8151,2550,Black Range,Sydney,New South Wales,NSW,,,,,,,350,370
8152,2550,Coolangubra,Sydney,New South Wales,NSW,,,,,,,350,370
8153,2550,Kingswood,Sydney,New South Wales,NSW,,,,,,,350,370
8154,2550,Kanoona,Sydney,New South Wales,NSW,,,,,,,350,370
8155,2550,Kameruka,Sydney,New South Wales,NSW,,,,,,,350,370
8156,2550,Morans Crossing,Sydney,New South Wales,NSW,,,,,,,350,370
8157,2550,Mogilla,Sydney,New South Wales,NSW,,,,,,,350,370
8158,2550,Mogareeka,Sydney,New South Wales,NSW,,,,,,,350,370
8159,2550,Kalaru,Sydney,New South Wales,NSW,,,,,,,350,370
8160,2550,Doctor George Mountain,Sydney,New South Wales,NSW,,,,,,,350,370
8161,2550,Devils Hole,Sydney,New South Wales,NSW,,,,,,,350,370
8162,2550,Coopers Gully,Sydney,New South Wales,NSW,,,,,,,350,370
8163,2550,Jellat Jellat,Sydney,New South Wales,NSW,,,,,,,350,370
8164,2550,Greendale,Sydney,New South Wales,NSW,,,,,,,350,370
8165,2550,Frogs Hollow,Sydney,New South Wales,NSW,,,,,,,350,370
8166,2551,Timbillica,Sydney,New South Wales,NSW,,,,,,,,
8167,2551,Nungatta,Sydney,New South Wales,NSW,,,,,,,,
8168,2551,Wonboyn,Sydney,New South Wales,NSW,,,,,,,,
8169,2551,Wonboyn North,Sydney,New South Wales,NSW,,,,,,,,
8170,2551,Wonboyn Lake,Sydney,New South Wales,NSW,,,,,,,,
8171,2551,Nullica,Sydney,New South Wales,NSW,,,,,,,,
8172,2551,Edrom,Sydney,New South Wales,NSW,,,,,,,,
8173,2551,Eden,Sydney,New South Wales,NSW,,,,,,,,
8174,2551,Boydtown,Sydney,New South Wales,NSW,,,,,,,,
8175,2551,Green Cape,Sydney,New South Wales,NSW,,,,,,,,
8176,2551,Narrabarba,Sydney,New South Wales,NSW,,,,,,,,
8177,2551,Nadgee,Sydney,New South Wales,NSW,,,,,,,,
8178,2551,Kiah,Sydney,New South Wales,NSW,,,,,,,,
8179,2555,Badgerys Creek,Sydney,New South Wales,NSW,,,,,,,,
8180,2556,Bringelly,Sydney,New South Wales,NSW,,,,,,,,
8181,2557,Catherine Field,Sydney,New South Wales,NSW,,,,,,,500,540
8182,2557,Rossmore,Sydney,New South Wales,NSW,,,,,,,500,540
8183,2558,Kearns,Sydney,New South Wales,NSW,,,,,,,420,
8184,2558,Eschol Park,Sydney,New South Wales,NSW,,,,,,,420,
8185,2558,Eagle Vale,Sydney,New South Wales,NSW,,,,,,,420,
8186,2559,Blairmount,Sydney,New South Wales,NSW,,,,,,,,
8187,2559,Claymore,Sydney,New South Wales,NSW,,,,,,,,
8188,2560,Macarthur Square,Sydney,New South Wales,NSW,290,380,,,,350,400,500
8189,2560,Rosemeadow,Sydney,New South Wales,NSW,290,380,,,,350,400,500
8190,2560,Kentlyn,Sydney,New South Wales,NSW,290,380,,,,350,400,500
8191,2560,Leumeah,Sydney,New South Wales,NSW,290,380,,,,350,400,500
8192,2560,Wedderburn,Sydney,New South Wales,NSW,290,380,,,,350,400,500
8193,2560,Woodbine,Sydney,New South Wales,NSW,290,380,,,,350,400,500
8194,2560,Ruse,Sydney,New South Wales,NSW,290,380,,,,350,400,500
8195,2560,St Helens Park,Sydney,New South Wales,NSW,290,380,,,,350,400,500
8196,2560,Glen Alpine,Sydney,New South Wales,NSW,290,380,,,,350,400,500
8197,2560,Blair Athol,Sydney,New South Wales,NSW,290,380,,,,350,400,500
8198,2560,Bradbury,Sydney,New South Wales,NSW,290,380,,,,350,400,500
8199,2560,Appin,Sydney,New South Wales,NSW,290,380,,,,350,400,500
8200,2560,Ambarvale,Sydney,New South Wales,NSW,290,380,,,,350,400,500
8201,2560,Airds,Sydney,New South Wales,NSW,290,380,,,,350,400,500
8202,2560,Englorie Park,Sydney,New South Wales,NSW,290,380,,,,350,400,500
8203,2560,Gilead,Sydney,New South Wales,NSW,290,380,,,,350,400,500
8204,2560,Cataract,Sydney,New South Wales,NSW,290,380,,,,350,400,500
8205,2560,Campbelltown,Sydney,New South Wales,NSW,290,350,460,,,360,420,530
8206,2560,Campbelltown North,Sydney,New South Wales,NSW,290,380,,,,350,400,500
8207,2563,Menangle Park,Sydney,New South Wales,NSW,,,,,,,,
8208,2564,Glenquarie,Sydney,New South Wales,NSW,,,,,,,415,
8209,2564,Long Point,Sydney,New South Wales,NSW,,,,,,,415,
8210,2564,Macquarie Fields,Sydney,New South Wales,NSW,,,,,,,415,
8211,2565,Macquarie Links,Sydney,New South Wales,NSW,,,,,,,440,568
8212,2565,Denham Court,Sydney,New South Wales,NSW,,,,,,,440,568
8213,2565,Ingleburn,Sydney,New South Wales,NSW,,,,,,,440,568
8214,2566,Varroville,Sydney,New South Wales,NSW,,,,,,,420,520
8215,2566,Raby,Sydney,New South Wales,NSW,,,,,,,420,520
8216,2566,Minto,Sydney,New South Wales,NSW,,,,,,,420,520
8217,2566,Bow Bowing,Sydney,New South Wales,NSW,,,,,,,420,520
8218,2566,Minto Heights,Sydney,New South Wales,NSW,,,,,,,420,520
8219,2567,Smeaton Grange,Sydney,New South Wales,NSW,,,,,,,450,530
8220,2567,Currans Hill,Sydney,New South Wales,NSW,,,,,,,450,530
8221,2567,Narellan Vale,Sydney,New South Wales,NSW,,,,,,,450,530
8222,2567,Mount Annan,Sydney,New South Wales,NSW,,,,,,,450,530
8223,2567,Harrington Park,Sydney,New South Wales,NSW,,,,,,,450,530
8224,2567,Narellan,Sydney,New South Wales,NSW,,,,,,,450,530
8225,2568,Menangle,Sydney,New South Wales,NSW,,,,,,,,
8226,2569,Douglas Park,Sydney,New South Wales,NSW,,,,,,,,
8227,2570,Oakdale,Blue Mountains,New South Wales,NSW,,358,,,,365,470,530
8228,2570,Oran Park,Blue Mountains,New South Wales,NSW,,358,,,,365,470,530
8229,2570,Nattai,Blue Mountains,New South Wales,NSW,,358,,,,365,470,530
8230,2570,Kirkham,Blue Mountains,New South Wales,NSW,,358,,,,365,470,530
8231,2570,Mount Hunter,Blue Mountains,New South Wales,NSW,,358,,,,365,470,530
8232,2570,Theresa Park,Blue Mountains,New South Wales,NSW,,358,,,,365,470,530
8233,2570,Werombi,Blue Mountains,New South Wales,NSW,,358,,,,365,470,530
8234,2570,The Oaks,Blue Mountains,New South Wales,NSW,,358,,,,365,470,530
8235,2570,Orangeville,Blue Mountains,New South Wales,NSW,,358,,,,365,470,530
8236,2570,Spring Farm,Blue Mountains,New South Wales,NSW,,358,,,,365,470,530
8237,2570,Camden,Blue Mountains,New South Wales,NSW,,390,,,,372,460,535
8238,2570,Camden Park,Blue Mountains,New South Wales,NSW,,358,,,,365,470,530
8239,2570,Camden South,Blue Mountains,New South Wales,NSW,,358,,,,365,470,530
8240,2570,Bickley Vale,Blue Mountains,New South Wales,NSW,,358,,,,365,470,530
8241,2570,Belimbla Park,Blue Mountains,New South Wales,NSW,,358,,,,365,470,530
8242,2570,Brownlow Hill,Blue Mountains,New South Wales,NSW,,358,,,,365,470,530
8243,2570,Ellis Lane,Blue Mountains,New South Wales,NSW,,358,,,,365,470,530
8244,2570,Glenmore,Blue Mountains,New South Wales,NSW,,358,,,,365,470,530
8245,2570,Grasmere,Blue Mountains,New South Wales,NSW,,358,,,,365,470,530
8246,2570,Cawdor,Blue Mountains,New South Wales,NSW,,358,,,,365,470,530
8247,2570,Cobbitty,Blue Mountains,New South Wales,NSW,,358,,,,365,470,530
8248,2570,Elderslie,Blue Mountains,New South Wales,NSW,,358,,,,365,470,530
8249,2571,Picton,Blue Mountains,New South Wales,NSW,,,,,,,428,600
8250,2571,Razorback,Blue Mountains,New South Wales,NSW,,,,,,,428,600
8251,2571,Wilton,Blue Mountains,New South Wales,NSW,,,,,,,428,600
8252,2571,Buxton,Blue Mountains,New South Wales,NSW,,,,,,,428,600
8253,2571,Balmoral,Blue Mountains,New South Wales,NSW,,,,,,,428,600
8254,2571,Couridjah,Blue Mountains,New South Wales,NSW,,,,,,,428,600
8255,2571,Mowbray Park,Blue Mountains,New South Wales,NSW,,,,,,,428,600
8256,2571,Maldon,Blue Mountains,New South Wales,NSW,,,,,,,428,600
8257,2572,Lakesland,Sydney,New South Wales,NSW,,,,,,,425,
8258,2572,Thirlmere,Sydney,New South Wales,NSW,,,,,,,425,
8259,2573,Tahmoor,Sydney,New South Wales,NSW,,,,,,,410,485
8260,2574,Yanderra,Sydney,New South Wales,NSW,,,,,,,,
8261,2574,Avon,Sydney,New South Wales,NSW,,,,,,,,
8262,2574,Bargo,Sydney,New South Wales,NSW,,,,,,,,
8263,2574,Pheasants Nest,Sydney,New South Wales,NSW,,,,,,,,
8264,2575,Wattle Ridge,Sydney,New South Wales,NSW,,,,,,,450,580
8265,2575,Mount Lindsey,Sydney,New South Wales,NSW,,,,,,,450,580
8266,2575,Mittagong,Sydney,New South Wales,NSW,,,,,,,450,580
8267,2575,Welby,Sydney,New South Wales,NSW,,,,,,,450,580
8268,2575,Yerrinbool,Sydney,New South Wales,NSW,,,,,,,450,580
8269,2575,Woodlands,Sydney,New South Wales,NSW,,,,,,,450,580
8270,2575,Willow Vale,Sydney,New South Wales,NSW,,,,,,,450,580
8271,2575,Braemar,Sydney,New South Wales,NSW,,,,,,,450,580
8272,2575,Bullio,Sydney,New South Wales,NSW,,,,,,,450,580
8273,2575,Aylmerton,Sydney,New South Wales,NSW,,,,,,,450,580
8274,2575,Alpine,Sydney,New South Wales,NSW,,,,,,,450,580
8275,2575,Colo Vale,Sydney,New South Wales,NSW,,,,,,,450,580
8276,2575,Mandemar,Sydney,New South Wales,NSW,,,,,,,450,580
8277,2575,Joadja,Sydney,New South Wales,NSW,,,,,,,450,580
8278,2575,High Range,Sydney,New South Wales,NSW,,,,,,,450,580
8279,2575,Hill Top,Sydney,New South Wales,NSW,,,,,,,450,580
8280,2576,Glenquarry,Sydney,New South Wales,NSW,,,,,,,585,720
8281,2576,Kangaloon,Sydney,New South Wales,NSW,,,,,,,585,720
8282,2576,East Kangaloon,Sydney,New South Wales,NSW,,,,,,,585,720
8283,2576,Bowral,Sydney,New South Wales,NSW,,,,,,,585,720
8284,2576,Bong Bong,Sydney,New South Wales,NSW,,,,,,,585,720
8285,2576,East Bowral,Sydney,New South Wales,NSW,,,,,,,585,720
8286,2576,Burradoo,Sydney,New South Wales,NSW,,,,,,,585,720
8287,2577,New Berrima,Sydney,New South Wales,NSW,,,,,,,450,550
8288,2577,Paddys River,Sydney,New South Wales,NSW,,,,,,,450,550
8289,2577,Pheasant Ground,Sydney,New South Wales,NSW,,,,,,,450,550
8290,2577,Myra Vale,Sydney,New South Wales,NSW,,,,,,,450,550
8291,2577,Meryla,Sydney,New South Wales,NSW,,,,,,,450,550
8292,2577,Moss Vale,Sydney,New South Wales,NSW,,,,,,,450,550
8293,2577,Mount Murray,Sydney,New South Wales,NSW,,,,,,,450,550
8294,2577,Werai,Sydney,New South Wales,NSW,,,,,,,450,550
8295,2577,Wildes Meadow,Sydney,New South Wales,NSW,,,,,,,450,550
8296,2577,Yarrunga,Sydney,New South Wales,NSW,,,,,,,450,550
8297,2577,Upper Kangaroo Valley,Sydney,New South Wales,NSW,,,,,,,450,550
8298,2577,Robertson,Sydney,New South Wales,NSW,,,,,,,450,550
8299,2577,Sutton Forest,Sydney,New South Wales,NSW,,,,,,,450,550
8300,2577,Upper Kangaroo River,Sydney,New South Wales,NSW,,,,,,,450,550
8301,2577,Medway,Sydney,New South Wales,NSW,,,,,,,450,550
8302,2577,Belanglo,Sydney,New South Wales,NSW,,,,,,,450,550
8303,2577,Beaumont,Sydney,New South Wales,NSW,,,,,,,450,550
8304,2577,Burrawang,Sydney,New South Wales,NSW,,,,,,,450,550
8305,2577,Berrima,Sydney,New South Wales,NSW,,,,,,,450,550
8306,2577,Avoca,Sydney,New South Wales,NSW,,,,,,,450,550
8307,2577,Bangadilly,Sydney,New South Wales,NSW,,,,,,,450,550
8308,2577,Barrengarry,Sydney,New South Wales,NSW,,,,,,,450,550
8309,2577,Barren Grounds,Sydney,New South Wales,NSW,,,,,,,450,550
8310,2577,Knights Hill,Sydney,New South Wales,NSW,,,,,,,450,550
8311,2577,Kangaroo Valley,Sydney,New South Wales,NSW,,,,,,,450,550
8312,2577,Manchester Square,Sydney,New South Wales,NSW,,,,,,,450,550
8313,2577,Macquarie Pass,Sydney,New South Wales,NSW,,,,,,,450,550
8314,2577,Canyonleigh,Sydney,New South Wales,NSW,,,,,,,450,550
8315,2577,Calwalla,Sydney,New South Wales,NSW,,,,,,,450,550
8316,2577,Carrington Falls,Sydney,New South Wales,NSW,,,,,,,450,550
8317,2577,Fitzroy Falls,Sydney,New South Wales,NSW,,,,,,,450,550
8318,2578,Bundanoon,Sydney,New South Wales,NSW,,,,,,,,
8319,2579,Wingello,Sydney,New South Wales,NSW,,,,,,,,
8320,2579,Penrose,Sydney,New South Wales,NSW,,,,,,,,
8321,2579,Tallong,Sydney,New South Wales,NSW,,,,,,,,
8322,2579,Marulan South,Sydney,New South Wales,NSW,,,,,,,,
8323,2579,Brayton,Sydney,New South Wales,NSW,,,,,,,,
8324,2579,Big Hill,Sydney,New South Wales,NSW,,,,,,,,
8325,2579,Marulan,Sydney,New South Wales,NSW,,,,,,,,
8326,2579,Exeter,Sydney,New South Wales,NSW,,,,,,,,
8327,2580,Tarago,Sydney,New South Wales,NSW,,240,,,,290,340,420
8328,2580,Taralga,Sydney,New South Wales,NSW,,240,,,,290,340,420
8329,2580,Tirrannaville,Sydney,New South Wales,NSW,,240,,,,290,340,420
8330,2580,Tarlo,Sydney,New South Wales,NSW,,240,,,,290,340,420
8331,2580,Run-O-Waters,Sydney,New South Wales,NSW,,240,,,,290,340,420
8332,2580,Parkesbourne,Sydney,New South Wales,NSW,,240,,,,290,340,420
8333,2580,Mummel,Sydney,New South Wales,NSW,,240,,,,290,340,420
8334,2580,Roslyn,Sydney,New South Wales,NSW,,240,,,,290,340,420
8335,2580,Quialigo,Sydney,New South Wales,NSW,,240,,,,290,340,420
8336,2580,Wowagin,Sydney,New South Wales,NSW,,240,,,,290,340,420
8337,2580,Woodhouselee,Sydney,New South Wales,NSW,,240,,,,290,340,420
8338,2580,Yarra,Sydney,New South Wales,NSW,,240,,,,290,340,420
8339,2580,Yalbraith,Sydney,New South Wales,NSW,,240,,,,290,340,420
8340,2580,Wombeyan Caves,Sydney,New South Wales,NSW,,240,,,,290,340,420
8341,2580,Wayo,Sydney,New South Wales,NSW,,240,,,,290,340,420
8342,2580,Towrang,Sydney,New South Wales,NSW,,240,,,,290,340,420
8343,2580,Windellama,Sydney,New South Wales,NSW,,240,,,,290,340,420
8344,2580,Wiarborough,Sydney,New South Wales,NSW,,240,,,,290,340,420
8345,2580,Mount Rae,Sydney,New South Wales,NSW,,240,,,,290,340,420
8346,2580,Goulburn,Goulburn,New South Wales,NSW,,240,,,,290,340,420
8347,2580,Golspie,Sydney,New South Wales,NSW,,240,,,,290,340,420
8348,2580,Greenwich Park,Sydney,New South Wales,NSW,,240,,,,290,340,420
8349,2580,Goulburn North,Goulburn,New South Wales,NSW,,240,,,,290,340,420
8350,2580,Currawang,Sydney,New South Wales,NSW,,240,,,,290,340,420
8351,2580,Bannister,Sydney,New South Wales,NSW,,240,,,,290,340,420
8352,2580,Bannaby,Sydney,New South Wales,NSW,,240,,,,290,340,420
8353,2580,Bungonia,Sydney,New South Wales,NSW,,240,,,,290,340,420
8354,2580,Brisbane Grove,Brisbane,New South Wales,NSW,,240,,,,290,340,420
8355,2580,Mcalister,Sydney,New South Wales,NSW,,240,,,,290,340,420
8356,2580,Mayfield,Sydney,New South Wales,NSW,,240,,,,290,340,420
8357,2580,Mount Fairy,Sydney,New South Wales,NSW,,240,,,,290,340,420
8358,2580,Middle Arm,Sydney,New South Wales,NSW,,240,,,,290,340,420
8359,2580,Leighwood,Sydney,New South Wales,NSW,,240,,,,290,340,420
8360,2580,Jerrong,Sydney,New South Wales,NSW,,240,,,,290,340,420
8361,2580,Gundary,Sydney,New South Wales,NSW,,240,,,,290,340,420
8362,2580,Lake Bathurst,Bathurst,New South Wales,NSW,,240,,,,290,340,420
8363,2580,Kingsdale,Sydney,New South Wales,NSW,,240,,,,290,340,420
8364,2581,Lade Vale,Sydney,New South Wales,NSW,,,,,,,,
8365,2581,Lake George,Sydney,New South Wales,NSW,,,,,,,,
8366,2581,Gunning,Sydney,New South Wales,NSW,,,,,,,,
8367,2581,Gurrundah,Sydney,New South Wales,NSW,,,,,,,,
8368,2581,Oolong,Sydney,New South Wales,NSW,,,,,,,,
8369,2581,Wollogorang,Sydney,New South Wales,NSW,,,,,,,,
8370,2581,Lerida,Sydney,New South Wales,NSW,,,,,,,,
8371,2581,Merrill,Sydney,New South Wales,NSW,,,,,,,,
8372,2581,Dalton,Sydney,New South Wales,NSW,,,,,,,,
8373,2581,Biala,Sydney,New South Wales,NSW,,,,,,,,
8374,2581,Blakney Creek,Sydney,New South Wales,NSW,,,,,,,,
8375,2581,Bellmount Forest,Sydney,New South Wales,NSW,,,,,,,,
8376,2581,Bevendale,Sydney,New South Wales,NSW,,,,,,,,
8377,2581,Collector,Sydney,New South Wales,NSW,,,,,,,,
8378,2581,Cullerin,Sydney,New South Wales,NSW,,,,,,,,
8379,2581,Breadalbane,Sydney,New South Wales,NSW,,,,,,,,
8380,2581,Broadway,Sydney,New South Wales,NSW,,,,,,,,
8381,2582,Mullion,Sydney,New South Wales,NSW,,,,,,,360,
8382,2582,Murrumbateman,Sydney,New South Wales,NSW,,,,,,,360,
8383,2582,Marchmont,Sydney,New South Wales,NSW,,,,,,,360,
8384,2582,Laverstock,Sydney,New South Wales,NSW,,,,,,,360,
8385,2582,Manton,Sydney,New South Wales,NSW,,,,,,,360,
8386,2582,Nanangroe,Sydney,New South Wales,NSW,,,,,,,360,
8387,2582,Yass,Sydney,New South Wales,NSW,,,,,,,360,
8388,2582,Yass River,Sydney,New South Wales,NSW,,,,,,,360,
8389,2582,Woolgarlo,Sydney,New South Wales,NSW,,,,,,,360,
8390,2582,Narrangullen,Sydney,New South Wales,NSW,,,,,,,360,
8391,2582,Wee Jasper,Sydney,New South Wales,NSW,,,,,,,360,
8392,2582,Bookham,Sydney,New South Wales,NSW,,,,,,,360,
8393,2582,Bowning,Sydney,New South Wales,NSW,,,,,,,360,
8394,2582,Boambolo,Sydney,New South Wales,NSW,,,,,,,360,
8395,2582,Bango,Sydney,New South Wales,NSW,,,,,,,360,
8396,2582,Berremangra,Sydney,New South Wales,NSW,,,,,,,360,
8397,2582,Burrinjuck,Sydney,New South Wales,NSW,,,,,,,360,
8398,2582,Jerrawa,Sydney,New South Wales,NSW,,,,,,,360,
8399,2582,Kangiara,Sydney,New South Wales,NSW,,,,,,,360,
8400,2582,Jeir,Sydney,New South Wales,NSW,,,,,,,360,
8401,2582,Cavan,Sydney,New South Wales,NSW,,,,,,,360,
8402,2582,Good Hope,Sydney,New South Wales,NSW,,,,,,,360,
8403,2583,Laggan,Sydney,New South Wales,NSW,,,,,,,,
8404,2583,Limerick,Sydney,New South Wales,NSW,,,,,,,,
8405,2583,Mulgowrie,Sydney,New South Wales,NSW,,,,,,,,
8406,2583,Junction Point,Sydney,New South Wales,NSW,,,,,,,,
8407,2583,Kempton,Sydney,New South Wales,NSW,,,,,,,,
8408,2583,Kialla,Sydney,New South Wales,NSW,,,,,,,,
8409,2583,Narrawa,Sydney,New South Wales,NSW,,,,,,,,
8410,2583,Third Creek,Sydney,New South Wales,NSW,,,,,,,,
8411,2583,Tuena,Sydney,New South Wales,NSW,,,,,,,,
8412,2583,Wheeo,Sydney,New South Wales,NSW,,,,,,,,
8413,2583,Peelwood,Sydney,New South Wales,NSW,,,,,,,,
8414,2583,Rugby,Sydney,New South Wales,NSW,,,,,,,,
8415,2583,Thalaba,Sydney,New South Wales,NSW,,,,,,,,
8416,2583,Brooklands,Sydney,New South Wales,NSW,,,,,,,,
8417,2583,Cottawalla,Sydney,New South Wales,NSW,,,,,,,,
8418,2583,Crooked Corner,Sydney,New South Wales,NSW,,,,,,,,
8419,2583,Bigga,Sydney,New South Wales,NSW,,,,,,,,
8420,2583,Binda,Sydney,New South Wales,NSW,,,,,,,,
8421,2583,Blanket Flat,Sydney,New South Wales,NSW,,,,,,,,
8422,2583,Crookwell,Sydney,New South Wales,NSW,,,,,,,,
8423,2583,Grabine,Sydney,New South Wales,NSW,,,,,,,,
8424,2583,Greenmantle,Sydney,New South Wales,NSW,,,,,,,,
8425,2583,Hadley,Sydney,New South Wales,NSW,,,,,,,,
8426,2583,Fullerton,Sydney,New South Wales,NSW,,,,,,,,
8427,2583,Glenerin,Sydney,New South Wales,NSW,,,,,,,,
8428,2583,Grabben Gullen,Sydney,New South Wales,NSW,,,,,,,,
8429,2584,Binalong,Sydney,New South Wales,NSW,,,,,,,,
8430,2585,Galong,Sydney,New South Wales,NSW,,,,,,,,
8431,2586,Reids Flat,Sydney,New South Wales,NSW,,,,,,,,
8432,2586,Murringo,Sydney,New South Wales,NSW,,,,,,,,
8433,2586,Taylors Flat,Sydney,New South Wales,NSW,,,,,,,,
8434,2586,Rye Park,Sydney,New South Wales,NSW,,,,,,,,
8435,2586,Kenyu,Sydney,New South Wales,NSW,,,,,,,,
