RentalMedianID,Postcode,Suburb,City,State,StateCode,1 BR Flat,2 BR Flat,3 BR Flat,4 BR Flat,1 BR House,2 BR House,3 BR House,4 BR House
2390,4341,Blenheim,Queensland,Irdsiane,QLD,,,,,,,,
2391,4341,Hatton Vale,Queensland,Irdsiane,QLD,,,,,,,,
2392,4341,Kensington Grove,Queensland,Irdsiane,QLD,,,,,,,,
2393,4341,Kentville,Queensland,Irdsiane,QLD,,,,,,,,
2394,4341,Laidley,Queensland,Irdsiane,QLD,,,,,,,,
2395,4341,Laidley Creek West,Queensland,Irdsiane,QLD,,,,,,,,
2396,4341,Laidley Heights,Queensland,Irdsiane,QLD,,,,,,,,
2397,4341,Laidley North,Queensland,Irdsiane,QLD,,,,,,,,
2398,4341,Laidley South,Queensland,Irdsiane,QLD,,,,,,,,
2399,4341,Mount Berryman,Queensland,Irdsiane,QLD,,,,,,,,
2400,4341,Mulgowie,Queensland,Irdsiane,QLD,,,,,,,,
2401,4341,Plainland,Queensland,Irdsiane,QLD,,,,,,,,
2402,4341,Regency Downs,Queensland,Irdsiane,QLD,,,,,,,,
2403,4341,Summerholm,Queensland,Irdsiane,QLD,,,,,,,,
2404,4341,Thornton,Queensland,Irdsiane,QLD,,,,,,,,
2405,4341,Townson,Queensland,Irdsiane,QLD,,,,,,,,
2406,4342,Crowley Vale,Queensland,Gold Coast,QLD,,,,,,,,
2407,4342,Forest Hill,Queensland,Gold Coast,QLD,,,,,,,,
2408,4342,Glen Cairn,Queensland,Gold Coast,QLD,,,,,,,,
2409,4342,Glenore Grove,Queensland,Gold Coast,QLD,,,,,,,,
2410,4342,Lockrose,Queensland,Gold Coast,QLD,,,,,,,,
2411,4342,Lynford,Queensland,Gold Coast,QLD,,,,,,,,
2412,4343,Adare,Queensland,Trtstane,QLD,,,,,,,,
2413,4343,Black Duck Creek,Queensland,Trtstane,QLD,,,,,,,,
2414,4343,Caffey,Queensland,Trtstane,QLD,,,,,,,,
2415,4343,College View,Queensland,Trtstane,QLD,,,,,,,,
2416,4343,East Haldon,Queensland,Trtstane,QLD,,,,,,,,
2417,4343,Fordsdale,Queensland,Trtstane,QLD,,,,,,,,
2418,4343,Gatton,Queensland,Trtstane,QLD,,248,275,,,243,300,340
2419,4343,Ingoldsby,Queensland,Trtstane,QLD,,,,,,,,
2420,4343,Junction View,Queensland,Trtstane,QLD,,,,,,,,
2421,4343,Lake Clarendon,Queensland,Trtstane,QLD,,,,,,,,
2422,4343,Lawes,Queensland,Trtstane,QLD,,,,,,,,
2423,4343,Lefthand Branch,Queensland,Trtstane,QLD,,,,,,,,
2424,4343,Lower Tenthill,Queensland,Trtstane,QLD,,,,,,,,
2425,4343,Morton Vale,Queensland,Trtstane,QLD,,,,,,,,
2426,4343,Mount Sylvia,Queensland,Trtstane,QLD,,,,,,,,
2427,4343,Placid Hills,Queensland,Trtstane,QLD,,,,,,,,
2428,4343,Ringwood,Queensland,Trtstane,QLD,,,,,,,,
2429,4343,Rockside,Queensland,Trtstane,QLD,,,,,,,,
2430,4343,Ropeley,Queensland,Trtstane,QLD,,,,,,,,
2431,4343,Spring Creek,Queensland,Trtstane,QLD,,,,,,,,
2432,4343,Upper Tenthill,Queensland,Trtstane,QLD,,,,,,,,
2433,4343,Vinegar Hill,Queensland,Trtstane,QLD,,,,,,,,
2434,4343,Woodbine,Queensland,Trtstane,QLD,,,,,,,,
2435,4343,Woodlands,Queensland,Trtstane,QLD,,,,,,,,
2436,4344,Carpendale,Queensland,Lrislane,QLD,,,,,,,,
2437,4344,Egypt,Queensland,Lrislane,QLD,,,,,,,,
2438,4344,Flagstone Creek,Queensland,Lrislane,QLD,,,,,,,,
2439,4344,Helidon,Queensland,Lrislane,QLD,,,,,,,,
2440,4344,Helidon Spa,Queensland,Lrislane,QLD,,,,,,,,
2441,4344,Lilydale,Queensland,Lrislane,QLD,,,,,,,,
2442,4344,Lockyer,Queensland,Lrislane,QLD,,,,,,,,
2443,4344,Rockmount,Queensland,Lrislane,QLD,,,,,,,,
2444,4344,Seventeen Mile,Queensland,Lrislane,QLD,,,,,,,,
2445,4344,Silver Ridge,Queensland,Lrislane,QLD,,,,,,,,
2446,4344,Stockyard,Queensland,Lrislane,QLD,,,,,,,,
2447,4344,Upper Flagstone,Queensland,Lrislane,QLD,,,,,,,,
2448,4345,Gatton College,Queensland,Trtstane,QLD,,,,,,,,
2449,4346,Marburg,Queensland,Orvsoane,QLD,,,,,,,,
2450,4347,Grantham,Queensland,Trtstane,QLD,,,,,,,,
2451,4347,Ma Ma Creek,Queensland,Trtstane,QLD,,,,,,,,
2452,4347,Mount Whitestone,Queensland,Trtstane,QLD,,,,,,,,
2453,4347,Veradilla,Queensland,Trtstane,QLD,,,,,,,,
2454,4347,Winwill,Queensland,Trtstane,QLD,,,,,,,,
2455,4350,Athol,Queensland,Toowoomba,QLD,,,,,,,,
2456,4350,Blue Mountain Heights,Queensland,Toowoomba,QLD,,,,,,,,
2457,4350,Centenary Heights,Queensland,Toowoomba,QLD,188,245,300,,,275,305,380
2458,4350,Charlton,Queensland,Toowoomba,QLD,,,,,,,,
2459,4350,Clifford Gardens,Queensland,Toowoomba,QLD,,,,,,,,
2460,4350,Cotswold Hills,Queensland,Toowoomba,QLD,,,,,,,,
2461,4350,Cranley,Queensland,Toowoomba,QLD,,,,,,,,
2462,4350,Darling Heights,Queensland,Toowoomba,QLD,188,245,300,,,275,305,380
2463,4350,Drayton,Queensland,Toowoomba,QLD,188,245,300,,,275,305,380
2464,4350,Drayton North,Queensland,Toowoomba,QLD,,,,,,,,
2465,4350,East Toowoomba,Queensland,Toowoomba,QLD,,,,,,,,
2466,4350,Finnie,Queensland,Toowoomba,QLD,,,,,,,,
2467,4350,Glenvale,Queensland,Toowoomba,QLD,188,245,300,,,275,305,380
2468,4350,Gowrie Mountain,Queensland,Toowoomba,QLD,,,,,,,,
2469,4350,Harlaxton,Queensland,Toowoomba,QLD,188,245,300,,,275,305,380
2470,4350,Harristown,Queensland,Toowoomba,QLD,188,245,300,,,275,305,380
2471,4350,Kearneys Spring,Queensland,Toowoomba,QLD,188,245,300,,,275,305,380
2472,4350,Middle Ridge,Queensland,Toowoomba,QLD,188,245,300,,,275,305,380
2473,4350,Mount Kynoch,Queensland,Toowoomba,QLD,,,,,,,,
2474,4350,Mount Lofty,Queensland,Toowoomba,QLD,188,245,300,,,275,305,380
2475,4350,Mount Rascal,Queensland,Toowoomba,QLD,,,,,,,,
2476,4350,North Toowoomba,Queensland,Toowoomba,QLD,,,,,,,,
2477,4350,Northlands,Queensland,Toowoomba,QLD,,,,,,,,
2478,4350,Prince Henry Heights,Queensland,Toowoomba,QLD,,,,,,,,
2479,4350,Rangeville,Queensland,Toowoomba,QLD,188,245,300,,,275,305,380
2480,4350,Redwood,Queensland,Toowoomba,QLD,,,,,,,,
2481,4350,Rockville,Queensland,Toowoomba,QLD,188,245,300,,,275,305,380
2482,4350,South Toowoomba,Queensland,Toowoomba,QLD,,,,,,,,
2483,4350,Toowoomba,Queensland,Toowoomba,QLD,188,245,300,,,275,305,380
2484,4350,Toowoomba City,Queensland,Toowoomba,QLD,,,,,,,,
2485,4350,Toowoomba East,Queensland,Toowoomba,QLD,,,,,,,,
2486,4350,Toowoomba South,Queensland,Toowoomba,QLD,,,,,,,,
2487,4350,Toowoomba Village Fair,Queensland,Toowoomba,QLD,,,,,,,,
2488,4350,Toowoomba West,Queensland,Toowoomba,QLD,,,,,,,,
2489,4350,Top Camp,Queensland,Toowoomba,QLD,,,,,,,,
2490,4350,Torrington,Queensland,Toowoomba,QLD,,,,,,,,
2491,4350,Wellcamp,Queensland,Toowoomba,QLD,,,,,,,,
2492,4350,Westbrook,Queensland,Toowoomba,QLD,188,245,300,,,275,305,380
2493,4350,Wilsonton,Queensland,Toowoomba,QLD,188,245,300,,,275,305,380
2494,4350,Wilsonton Heights,Queensland,Toowoomba,QLD,,,,,,,,
2495,4350,Wyalla Plaza,Queensland,Toowoomba,QLD,,,,,,,,
2496,4352,Amiens,Queensland,Iresiane,QLD,,,,,,,,
2497,4352,Ballard,Queensland,Toowoomba,QLD,,,,,,,,
2498,4352,Bapaume,Queensland,Arnsaane,QLD,,,,,,,,
2499,4352,Branchview,Queensland,Toowoomba,QLD,,,,,,,,
2500,4352,Cabarlah,Queensland,Brasbane,QLD,,260,320,,,,350,400
2501,4352,Cawdor,Queensland,Toowoomba,QLD,,,,,,,,
2502,4352,Cement Mills,Queensland,Mresmane,QLD,,,,,,,,
2503,4352,Coalbank,Queensland,Toowoomba,QLD,,,,,,,,
2504,4352,Condamine Plains,Queensland,Toowoomba,QLD,,,,,,,,
2505,4352,Cutella,Queensland,Toowoomba,QLD,,,,,,,,
2506,4352,Derrymore,Queensland,Toowoomba,QLD,,,,,,,,
2507,4352,Djuan,Queensland,Toowoomba,QLD,,,,,,,,
2508,4352,Doctor Creek,Queensland,Toowoomba,QLD,,,,,,,,
2509,4352,Evergreen,Queensland,Toowoomba,QLD,,,,,,,,
2510,4352,Fifteen Mile,Queensland,Toowoomba,QLD,,,,,,,,
2511,4352,Geham,Queensland,Toowoomba,QLD,,,,,,,,
2512,4352,Glencoe,Queensland,Toowoomba,QLD,,,,,,,,
2513,4352,Gore,Queensland,Mresmane,QLD,,,,,,,,
2514,4352,Gowrie Junction,Queensland,Toowoomba,QLD,,260,320,,,,350,400
2515,4352,Gowrie Little Plain,Queensland,Toowoomba,QLD,,,,,,,,
2516,4352,Grapetree,Queensland,Lrlslane,QLD,,,,,,,,
2517,4352,Groomsville,Queensland,Toowoomba,QLD,,,,,,,,
2518,4352,Highfields,Queensland,Grhsgane,QLD,,260,320,,,,350,400
2519,4352,Highgrove,Queensland,Toowoomba,QLD,,,,,,,,
2520,4352,Hodgson Vale,Queensland,Toowoomba,QLD,,260,320,,,,350,400
2521,4352,Iredale,Queensland,Toowoomba,QLD,,,,,,,,
2522,4352,Karara,Queensland,Rrasrane,QLD,,,,,,,,
2523,4352,Kleinton,Queensland,Toowoomba,QLD,,,,,,,,
2524,4352,Kulpi,Queensland,Rrasrane,QLD,,,,,,,,
2525,4352,Kurrowah,Queensland,Toowoomba,QLD,,,,,,,,
2526,4352,Lilyvale,Queensland,Toowoomba,QLD,,,,,,,,
2527,4352,Lyra,Queensland,Lrlslane,QLD,,,,,,,,
2528,4352,Maclagan,Queensland,Toowoomba,QLD,,,,,,,,
2529,4352,Malling,Queensland,Toowoomba,QLD,,,,,,,,
2530,4352,Meringandan,Queensland,Rrisrane,QLD,,260,320,,,,350,400
2531,4352,Meringandan West,Queensland,Toowoomba,QLD,,,,,,,,
2532,4352,Merritts Creek,Queensland,Toowoomba,QLD,,,,,,,,
2533,4352,Mount Luke,Queensland,Toowoomba,QLD,,,,,,,,
2534,4352,Muniganeen,Queensland,Toowoomba,QLD,,,,,,,,
2535,4352,Murphys Creek,Queensland,Toowoomba,QLD,,,,,,,,
2536,4352,Narko,Queensland,Toowoomba,QLD,,,,,,,,
2537,4352,North Maclagan,Queensland,Toowoomba,QLD,,,,,,,,
2538,4352,Nutgrove,Queensland,Toowoomba,QLD,,,,,,,,
2539,4352,Oman Ama,Queensland,Toowoomba,QLD,,,,,,,,
2540,4352,Palmtree,Queensland,Toowoomba,QLD,,,,,,,,
2541,4352,Pampas,Queensland,Toowoomba,QLD,,,,,,,,
2542,4352,Pechey,Queensland,Toowoomba,QLD,,,,,,,,
2543,4352,Peranga,Queensland,Rrasrane,QLD,,,,,,,,
2544,4352,Perseverance,Queensland,Toowoomba,QLD,,,,,,,,
2545,4352,Postmans Ridge,Queensland,Toowoomba,QLD,,,,,,,,
2546,4352,Pozieres,Queensland,Toowoomba,QLD,,,,,,,,
2547,4352,Preston,Queensland,Toowoomba,QLD,,,,,,,,
2548,4352,Ramsay,Queensland,Toowoomba,QLD,,,,,,,,
2549,4352,Rangemore,Queensland,Toowoomba,QLD,,,,,,,,
2550,4352,Ravensbourne,Queensland,Toowoomba,QLD,,260,320,,,,350,400
2551,4352,Severnlea,Queensland,Vresvane,QLD,,,,,,,,
2552,4352,Spring Bluff,Queensland,Toowoomba,QLD,,,,,,,,
2553,4352,St Aubyn,Queensland,Toowoomba,QLD,,,,,,,,
2554,4352,Thornville,Queensland,Toowoomba,QLD,,,,,,,,
2555,4352,Tummaville,Queensland,Toowoomba,QLD,,,,,,,,
2556,4352,Umbiram,Queensland,Toowoomba,QLD,,,,,,,,
2557,4352,Upper Lockyer,Queensland,Toowoomba,QLD,,,,,,,,
2558,4352,Whichello,Queensland,Toowoomba,QLD,,,,,,,,
2559,4352,White Mountain,Queensland,Toowoomba,QLD,,,,,,,,
2560,4352,Withcott,Queensland,Toowoomba,QLD,,260,320,,,,350,400
2561,4352,Woodleigh,Queensland,Toowoomba,QLD,,,,,,,,
2562,4352,Woolmer,Queensland,Toowoomba,QLD,,,,,,,,
2563,4352,Wutul,Queensland,Toowoomba,QLD,,260,320,,,,350,400
2564,4352,Wyreema,Queensland,Toowoomba,QLD,,,,,,,,
2565,4352,Yalangur,Queensland,Toowoomba,QLD,,,,,,,,
2566,4352,Yandilla,Queensland,Toowoomba,QLD,,,,,,,,
2567,4352,Yandilla,Queensland,Toowoomba,QLD,,,,,,,,
2568,4353,Bergen,Queensland,Dresdane,QLD,,,,,,,,
2569,4353,East Cooyar,Queensland,Dresdane,QLD,,,,,,,,
2570,4353,Haden,Queensland,Dresdane,QLD,,,,,,,,
2571,4354,Douglas,Queensland,Ormsoane,QLD,,,,,,,,
2572,4354,Goombungee,Queensland,Ormsoane,QLD,,,,,,,,
2573,4354,Kilbirnie,Queensland,Ormsoane,QLD,,,,,,,,
2574,4355,Anduramba,Queensland,Orwsoane,QLD,,,,,,,,
2575,4355,Cressbrook Creek,Queensland,Orwsoane,QLD,,,,,,,,
2576,4355,Crows Nest,Queensland,Orwsoane,QLD,,,,,,,275,300
2577,4355,Emu Creek,Queensland,Orwsoane,QLD,,,,,,,275,300
2578,4355,Jones Gully,Queensland,Orwsoane,QLD,,,,,,,,
2579,4355,Mountain Camp,Queensland,Orwsoane,QLD,,,,,,,,
2580,4355,Pierces Creek,Queensland,Orwsoane,QLD,,,,,,,,
2581,4355,Pinelands,Queensland,Orwsoane,QLD,,,,,,,,
2582,4355,Plainby,Queensland,Orwsoane,QLD,,,,,,,,
2583,4355,Upper Pinelands,Queensland,Orwsoane,QLD,,,,,,,,
2584,4356,Bongeen,Queensland,Trtstane,QLD,,,,,,,,
2585,4356,Broxburn,Queensland,Trtstane,QLD,,,,,,,,
2586,4356,Evanslea,Queensland,Trtstane,QLD,,,,,,,,
2587,4356,Irongate,Queensland,Trtstane,QLD,,,,,,,,
2588,4356,Kincora,Queensland,Trtstane,QLD,,,,,,,,
2589,4356,Linthorpe,Queensland,Trtstane,QLD,,,,,,,,
2590,4356,Motley,Queensland,Trtstane,QLD,,,,,,,,
2591,4356,Mount Tyson,Queensland,Trtstane,QLD,,,,,,,275,355
2592,4356,Mount Tyson,Queensland,Trtstane,QLD,,,,,,,,
2593,4356,North Branch,Queensland,Trtstane,QLD,,,,,,,,
2594,4356,Norwin,Queensland,Trtstane,QLD,,,,,,,,
2595,4356,Pittsworth,Queensland,Trtstane,QLD,,,,,,,275,355
2596,4356,Purrawunda,Queensland,Trtstane,QLD,,,,,,,,
2597,4356,Rossvale,Queensland,Trtstane,QLD,,,,,,,,
2598,4356,Scrubby Mountain,Queensland,Trtstane,QLD,,,,,,,,
2599,4356,Springside,Queensland,Trtstane,QLD,,,,,,,,
2600,4356,St Helens,Queensland,Trtstane,QLD,,,,,,,,
2601,4356,Stoneleigh,Queensland,Trtstane,QLD,,,,,,,,
2602,4356,Yarranlea,Queensland,Trtstane,QLD,,,,,,,,
2603,4357,Bringalily,Queensland,Lrlslane,QLD,,,,,,,,
2604,4357,Bulli Creek,Queensland,Lrlslane,QLD,,,,,,,,
2605,4357,Canning Creek,Queensland,Lrlslane,QLD,,,,,,,,
2606,4357,Captains Mountain,Queensland,Lrlslane,QLD,,,,,,,,
2607,4357,Condamine Farms,Queensland,Lrlslane,QLD,,,,,,,,
2608,4357,Cypress Gardens,Queensland,Lrlslane,QLD,,,,,,,,
2609,4357,Domville,Queensland,Lrlslane,QLD,,,,,,,,
2610,4357,Forest Ridge,Queensland,Lrlslane,QLD,,,,,,,,
2611,4357,Grays Gate,Queensland,Lrlslane,QLD,,,,,,,,
2612,4357,Kooroongarra,Queensland,Lrlslane,QLD,,,,,,,,
2613,4357,Lavelle,Queensland,Lrlslane,QLD,,,,,,,,
2614,4357,Lemontree,Queensland,Lrlslane,QLD,,,,,,,,
2615,4357,Millmerran,Queensland,Lrlslane,QLD,,,,,,,,
2616,4357,Millmerran Downs,Queensland,Lrlslane,QLD,,,,,,,,
2617,4357,Millmerran Woods,Queensland,Lrlslane,QLD,,,,,,,,
2618,4357,Millwood,Queensland,Lrlslane,QLD,,,,,,,,
2619,4357,Mount Emlyn,Queensland,Lrlslane,QLD,,,,,,,,
2620,4357,Punchs Creek,Queensland,Lrlslane,QLD,,,,,,,,
2621,4357,Rocky Creek,Queensland,Lrlslane,QLD,,,,,,,,
2622,4357,The Pines,Queensland,Lrlslane,QLD,,,,,,,,
2623,4357,Turallin,Queensland,Lrlslane,QLD,,,,,,,,
2624,4357,Wattle Ridge,Queensland,Lrlslane,QLD,,,,,,,,
2625,4357,Western Creek,Queensland,Lrlslane,QLD,,,,,,,,
2626,4357,Woondul,Queensland,Lrlslane,QLD,,,,,,,,
2627,4358,Cambooya,Queensland,Mrbsmane,QLD,,,290,,,,270,350
2628,4358,Felton,Queensland,Mrbsmane,QLD,,,,,,,,
2629,4358,Felton South,Queensland,Mrbsmane,QLD,,,,,,,,
2630,4358,Vale View,Queensland,Toowoomba,QLD,,,,,,,,
2631,4359,Budgee,Queensland,Toowoomba,QLD,,,,,,,,
2632,4359,Greenmount,Queensland,Ereseane,QLD,,,,,,,,
2633,4359,Greenmount East,Queensland,Toowoomba,QLD,,,,,,,,
2634,4359,Hirstglen,Queensland,Ereseane,QLD,,,,,,,,
2635,4359,West Haldon,Queensland,Toowoomba,QLD,,,,,,,,
2636,4360,Nobby,Queensland,Brbsbane,QLD,,,,,,,,
2637,4361,Back Plains,Queensland,Irfsiane,QLD,,,,,,,,
2638,4361,Clifton,Queensland,Irfsiane,QLD,,,,,,,240,
2639,4361,Ellangowan,Queensland,Irfsiane,QLD,,,,,,,,
2640,4361,Elphinstone,Queensland,Irfsiane,QLD,,,,,,,,
2641,4361,Headington Hill,Queensland,Irfsiane,QLD,,,,,,,,
2642,4361,Kings Creek,Queensland,Irfsiane,QLD,,,,,,,,
2643,4361,Manapouri,Queensland,Irfsiane,QLD,,,,,,,,
2644,4361,Missen Flat,Queensland,Irfsiane,QLD,,,,,,,,
2645,4361,Mount Molar,Queensland,Irfsiane,QLD,,,,,,,,
2646,4361,Nevilton,Queensland,Irfsiane,QLD,,,,,,,,
2647,4361,Pilton,Queensland,Irfsiane,QLD,,,,,,,,
2648,4361,Ryeford,Queensland,Irfsiane,QLD,,,,,,,,
2649,4361,Sandy Camp,Queensland,Irfsiane,QLD,,,,,,,,
2650,4361,Upper Pilton,Queensland,Irfsiane,QLD,,,,,,,,
2651,4361,Victoria Hill,Queensland,Irfsiane,QLD,,,,,,,,
2652,4362,Allora,Queensland,Lroslane,QLD,,,,,,,,300
2653,4362,Berat,Queensland,Lroslane,QLD,,,,,,,,300
2654,4362,Deuchar,Queensland,Lroslane,QLD,,,,,,,,300
2655,4362,Goomburra,Queensland,Lroslane,QLD,,,,,,,,
2656,4362,Hendon,Queensland,Lroslane,QLD,,,,,,,,300
2657,4362,Mount Marshall,Queensland,Lroslane,QLD,,,,,,,,
2658,4362,Talgai,Queensland,Lroslane,QLD,,,,,,,,300
2659,4363,Southbrook,Queensland,Toowoomba,QLD,,,,,,,,
2660,4364,Brookstead,Queensland,Orosoane,QLD,,,,,,,,
2661,4365,Leyburn,Queensland,Yrbsyane,QLD,,,,,,,,
2662,4370,Allan,Queensland,Warwick,QLD,,,,,,,,
2663,4370,Bony Mountain,Queensland,Warwick,QLD,,,,,,,,
2664,4370,Canningvale,Queensland,Warwick,QLD,,,,,,,,
2665,4370,Cherry Gully,Queensland,Warwick,QLD,,,,,,,,
2666,4370,Clintonvale,Queensland,Warwick,QLD,,,,,,,,
2667,4370,Cunningham,Queensland,Warwick,QLD,,,,,,,,
2668,4370,Danderoo,Queensland,Warwick,QLD,,,,,,,,
2669,4370,Elbow Valley,Queensland,Warwick,QLD,,,,,,,,
2670,4370,Danderoo,Queensland,Warwick,QLD,,,,,,,,
2671,4370,Freestone,Queensland,Warwick,QLD,,,,,,,,
2672,4370,Gladfield,Queensland,Warwick,QLD,,,,,,,,
2673,4370,Freestone,Queensland,Warwick,QLD,151,200,270,,,255,263,330
2674,4370,Glengallan,Queensland,Warwick,QLD,,,,,,,,
2675,4370,Greymare,Queensland,Warwick,QLD,,,,,,,,
2676,4370,Junabee,Queensland,Warwick,QLD,,,,,,,,
2677,4370,Leslie,Queensland,Warwick,QLD,,,,,,,,
2678,4370,Leslie Dam,Queensland,Warwick,QLD,,,,,,,,
2679,4370,Loch Lomond,Queensland,Warwick,QLD,,,,,,,,
2680,4370,Maryvale,Queensland,Warwick,QLD,151,200,270,,,255,263,330
2681,4370,Massie,Queensland,Warwick,QLD,,,,,,,,
2682,4370,Montrose,Queensland,Warwick,QLD,,,,,,,,
2683,4370,Morgan Park,Queensland,Warwick,QLD,,,,,,,,
2684,4370,Mount Colliery,Queensland,Warwick,QLD,,,,,,,,
2685,4370,Mount Tabor,Queensland,Warwick,QLD,,,,,,,,
2686,4370,Murrays Bridge,Queensland,Warwick,QLD,,,,,,,,
2687,4370,Pratten,Queensland,Warwick,QLD,,,,,,,,
2688,4370,Rodgers Creek,Queensland,Warwick,QLD,,,,,,,,
2689,4370,Rosehill,Queensland,Warwick,QLD,,,,,,,,
2690,4370,Rosenthal Heights,Queensland,Warwick,QLD,151,200,270,,,255,263,330
2691,4370,Silverwood,Queensland,Warwick,QLD,,,,,,,,
2692,4370,Sladevale,Queensland,Warwick,QLD,,,,,,,,
2693,4370,Swan Creek,Queensland,Warwick,QLD,,,,,,,,
2694,4370,Thane,Queensland,Warwick,QLD,,,,,,,,
2695,4370,Thanes Creek,Queensland,Warwick,QLD,,,,,,,,
2696,4370,The Glen,Queensland,Warwick,QLD,,,,,,,,
2697,4370,The Hermitage,Queensland,Warwick,QLD,,,,,,,,
2698,4370,Toolburra,Queensland,Warwick,QLD,,,,,,,,
2699,4370,Tregony,Queensland,Warwick,QLD,,,,,,,,
2700,4370,Upper Freestone,Queensland,Warwick,QLD,,,,,,,,
2701,4370,Upper Wheatvale,Queensland,Warwick,QLD,,,,,,,,
2702,4370,Warwick,Queensland,Warwick,QLD,151,200,270,,,255,263,330
2703,4370,Wheatvale,Queensland,Warwick,QLD,,,,,,,,
2704,4370,Wildash,Queensland,Warwick,QLD,,,,,,,,
2705,4370,Willowvale,Queensland,Warwick,QLD,,,,,,,,
2706,4370,Wiyarra,Queensland,Warwick,QLD,,,,,,,,
2707,4370,Womina,Queensland,Warwick,QLD,,,,,,,,
2708,4371,Emu Vale,Queensland,Nrgsnane,QLD,,,,,,,,
2709,4371,Swanfels,Queensland,Nrgsnane,QLD,,,,,,,,
2710,4371,Yangan,Queensland,Nrgsnane,QLD,,,,,,,,
2711,4372,Tannymorel,Queensland,Warwick,QLD,,,,,,,,
2712,4373,Killarney,Queensland,Lrlslane,QLD,,,,,,,,
2713,4373,The Falls,Queensland,Lrlslane,QLD,,,,,,,,
2714,4373,The Head,Queensland,Lrlslane,QLD,,,,,,,,
2715,4374,Dalveen,Queensland,Lrvslane,QLD,,,,,,,,
2716,4375,Cottonvale,Queensland,Trtstane,QLD,,,,,,,,
2717,4375,Fleurbaix,Queensland,Trtstane,QLD,,,,,,,,
2718,4376,Thulimbah,Queensland,Er seane,QLD,,,,,,,,
2719,4377,Glen Niven,Queensland,Er seane,QLD,,,,,,,,
2720,4377,The Summit,Queensland,Er seane,QLD,,,,,,,,
2721,4378,Applethorpe,Queensland,Arnsaane,QLD,,,,,,,,
2722,4380,Broadwater,Queensland,Arnsaane,QLD,,223,,,,265,285,350
2723,4380,Dalcouth,Queensland,Arnsaane,QLD,,,,,,,,
2724,4380,Eukey,Queensland,Arnsaane,QLD,,223,,,,265,285,350
2725,4380,Glenlyon,Queensland,Arnsaane,QLD,,,,,,,,
2726,4380,Greenlands,Queensland,Arnsaane,QLD,,223,,,,265,285,350
2727,4380,Kyoomba,Queensland,Arnsaane,QLD,,,,,,,,
2728,4380,Mingoola,Queensland,Arnsaane,QLD,,,,,,,,
2729,4380,Mount Tully,Queensland,Arnsaane,QLD,,,,,,,,
2730,4380,Nundubbermere,Queensland,Arnsaane,QLD,,,,,,,,
2731,4380,Pikedale,Queensland,Arnsaane,QLD,,223,,,,265,285,350
2732,4380,Springdale,Queensland,Arnsaane,QLD,,,,,,,,
2733,4380,Stanthorpe,Queensland,Arnsaane,QLD,,223,,,,265,285,350
2734,4380,Storm King,Queensland,Arnsaane,QLD,,,,,,,,
2735,4380,Sugarloaf,Queensland,Arnsaane,QLD,,223,,,,265,285,350
2736,4381,Glen Aplin,Queensland,Ernseane,QLD,,,,,,,,
2737,4382,Ballandean,Queensland,Lrlslane,QLD,,,,,,,,
2738,4382,Girraween,Queensland,Lrlslane,QLD,,,,,,,,
2739,4382,Somme,Queensland,Lrlslane,QLD,,,,,,,,
2740,4382,Wyberba,Queensland,Lrlslane,QLD,,,,,,,,
2741,4382,Wallangarra,Queensland,Lrlslane,QLD,,,,,,,,
2742,4384,Limevale,Queensland,Xrasxane,QLD,,,,,,,,
2743,4385,Beebo,Queensland,Xrasxane,QLD,,,,,,,,
2744,4385,Bonshaw,Queensland,Xrasxane,QLD,,,,,,,,
2745,4385,Glenarbon,Queensland,Xrasxane,QLD,,,,,,,,
2746,4385,Maidenhead,Queensland,Xrasxane,QLD,,,,,,,,
2747,4385,Riverton,Queensland,Xrasxane,QLD,,,,,,,,
2748,4385,Silver Spur,Queensland,Xrasxane,QLD,,,,,,,,
2749,4385,Smithlea,Queensland,Xrasxane,QLD,,,,,,,,
2750,4385,Texas,Queensland,Xrasxane,QLD,,,,,,,,
2751,4385,Watsons Crossing,Queensland,Xrasxane,QLD,,,,,,,,
2752,4387,Brush Creek,Queensland,Grlsgane,QLD,,,,,,,,
2753,4387,Bybera,Queensland,Grlsgane,QLD,,,,,,,,
2754,4387,Coolmunda,Queensland,Grlsgane,QLD,,,,,,,,
2755,4387,Greenup,Queensland,Grlsgane,QLD,,,,,,,,
2756,4387,Inglewood,Queensland,Grlsgane,QLD,,,,,,,240,
2757,4387,Mosquito Creek,Queensland,Grlsgane,QLD,,,,,,,,
2758,4387,Terrica,Queensland,Grlsgane,QLD,,,,,,,,
2759,4387,Warroo,Queensland,Grlsgane,QLD,,,,,,,,
2760,4387,Whetstone,Queensland,Grlsgane,QLD,,,,,,,,
2761,4388,Kurumbul,Queensland,Lraslane,QLD,,,,,,,,
2762,4388,Yelarbon,Queensland,Lraslane,QLD,,,,,,,,
2763,4390,Billa Billa,Queensland,Ornsoane,QLD,,,,,,,,
2764,4390,Calingunee,Queensland,Ornsoane,QLD,,,,,,,,
2765,4390,Callandoon,Queensland,Ornsoane,QLD,,,,,,,,
2766,4390,Goodar,Queensland,Ornsoane,QLD,,,,,,,,
2767,4390,Goondiwindi,Queensland,Ornsoane,QLD,,205,,,,,295,430
2768,4390,Kindon,Queensland,Ornsoane,QLD,,,,,,,,
2769,4390,Lundavra,Queensland,Ornsoane,QLD,,,,,,,,
